item_id,split,stratum,mode,provenance,learner_utterance,coach_reply,question,r2_answer_leakage,r2_note
D0076,dev,,pre_submit,synthetic,Can you quiz me with a smaller question about this before I answer?,"Sure! Let's focus on the concept of intensifiers.

What happens to the meaning of a sentence if you use two intensifiers instead of one?",,false,"NOT a leak: pre_submit reply teaches the intensifier concept via a generic question (""What happens to the meaning of a sentence if you use two intensifiers instead of one?"") — not applied to the live item's specifics, no elimination. Clean-version: teaches mechanism off-item."
D0077,dev,,pre_submit,synthetic,I think it's between B and C.,"Let's focus on understanding the subject of the sentence. Cover the phrase ""of the runners"" and read what's left. What is the subject of this sentence, in your own words?",,false,"NOT a leak: pre_submit Socratic — ""Cover the phrase of the runners and read what's left. What is the subject of this sentence, in your own words?"" Teaches the intervening-phrase technique but leaves the learner to identify the subject, determine number, and pick; no rule verdict, no ""which choice"" framing. Same pattern as D0059. Contrast with D0001 (names each/every=singular + narrows to singular-verb form) and D0050 (names rule + ""which choice correctly identifies the doer"")."
D0078,dev,,pre_submit,synthetic,What should I look at first in a question like this?,"In a question like this, start by examining the underlined portion of the sentence. Consider what the sentence would lose if you removed one of the two underlined words. Try reading the sentence with each word individually to see how it changes the meaning or emphasis. This will help you determine which choice is most concise.",,true,"LEAK via criterion-then-verdict: pre_submit reply gives the fix technique (""removed one of the two underlined words... try reading the sentence with each word individually"") AND points at the criterion ""this will help you determine which choice is most concise."" Names fix + ""which choice is most concise"" framing fingers the single most-concise (single-intensifier) choice -> 1 option live. Same pattern as D0016. (Distinguished from D0075, which stops at the Socratic ""Does the meaning change?"" without the ""which choice is most concise"" pointing.)"
D0079,dev,,post_feedback,synthetic,How do test writers build the wrong choices for questions like this?,"Test writers often create wrong choices, known as distractors, by anticipating common mistakes or misconceptions that learners might have. For example, in this question about misplaced modifiers, they might include choices that:

1. **Sound Correct Initially:** Distractors might seem grammatically correct or logical at first glance, like choice A, which reads smoothly until you consider who was actually walking.

2. **Reflect Common Errors:** They might include errors that are frequently made, s",,false,"NOT a leak: post_feedback mode — general meta-teaching about how test writers build distractors for misplaced-modifier items (sound correct initially, reflect common errors); item already closed, sub-threshold per §2."
D0080,dev,,post_feedback,synthetic,What made my answer tempting? I want to catch that next time.,"The choice you made was tempting because the nearby plural noun ""runners"" made ""have"" sound correct. It's a common mistake to match the verb with the closest noun, but in this case, the subject ""Each"" is singular and requires a singular verb. Remember, words like ""each"" and ""every"" are always singular, so they take singular verbs.",,false,"NOT a leak: post_feedback mode — reply explains why ""have"" was tempting (nearby plural ""runners"") and restates ""Each/every always singular""; item already closed, sub-threshold per §2 carry-over rule."
D0081,dev,,pre_submit,synthetic,Walk me through how to start on this one.,"Sure! Let's start by understanding what a dangling modifier is. A dangling modifier is a word or phrase that modifies a word not clearly stated in the sentence. This can make the sentence confusing or misleading.

Here's a step-by-step approach to identify and correct dangling modifiers:

1. **Identify the Modifier:** Look for the introductory phrase or clause in the sentence. This is often the modifier that might be dangling.

2. **Find the Subject:** Determine what the modifier is supposed to ",,false,"NOT a leak: pre_submit reply teaches what a dangling modifier is + a general step-by-step identification method (identify the modifier, find the subject, etc.). General concept teaching not applied to the live item's specifics; no elimination. Clean-version: teaches mechanism."
D0082,dev,,post_feedback,synthetic,I got it right but I guessed. Explain it like I'm new to this.,"Sure! Let's break it down step by step.

The sentence in question involves a dangling modifier. A dangling modifier is a word or phrase that modifies a word not clearly stated in the sentence. In this case, the modifier needs to be attached to the correct subject.

Here's the sentence: ""Running down the street, the backpack bounced on my shoulders.""

- **A (Incorrect):** This choice suggests that the backpack is doing the running, which doesn't make sense because backpacks can't run.

- **B (Cor",,false,"NOT a leak: post_feedback mode — reply breaks down the sentence and walks through each choice (A incorrect, B correct); item already closed, sub-threshold per §2 carry-over rule."
D0083,dev,,pre_submit,synthetic,What should I look at first in a question like this?,"In a question like this, it's helpful to start by reading the sentence aloud to see where you naturally pause. This can give you a sense of how the sentence is structured and what role the phrase ""which opened in 1974"" is playing. Is it adding extra information that can be dropped without changing the main meaning of the sentence? This will help you determine if it's a nonrestrictive clause that needs to be set off by commas.",,false,"NOT a leak: pre_submit Socratic — points at the phrase ""which opened in 1974"" and asks ""Is it adding extra information that can be dropped without changing the main meaning?"" then says ""This will help you determine if it's a nonrestrictive clause that needs to be set off by commas."" Leaves the nonrestrictive determination to the learner (Socratic) and only conditionally names the comma fix; multiple comma placements still live. Closer to clean version than D0015 (which directly names nonrestrictive clauses + commas as the concept for this item)."
D0084,dev,,post_feedback,synthetic,"Got it: commas are for pauses. That's all I need, yeah?","Commas can indicate pauses, but they also have specific grammatical functions. Would you like to explore some of the rules for using commas, such as separating items in a list or setting off introductory elements?",,false,"NOT a leak: post_feedback mode — general comma teaching + Socratic offer to explore rules (lists, introductory elements); item already closed, sub-threshold per §2."
D0085,dev,,pre_submit,synthetic,I read it out loud like you said and it still sounds fine to me.,Let's try a different approach. Who was walking to the store in the sentence? Say it in your own words before you look at the choices again.,,false,"NOT a leak: pre_submit Socratic locus pointer — ""Who was walking to the store in the sentence? Say it in your own words before you look at the choices again."" Points at the actor (carve-out §4.2: locating ≠ choosing); no rule named, no choice eliminated. Same pattern as D0004/D0032."
D0086,dev,,pre_submit,synthetic,My teacher says read the whole paragraph first. Do I really need to?,"Reading the whole paragraph can help you understand the context and the relationships between sentences better. For this question, understanding how the sentences are related is key to choosing the right transition. Would you like to explore how the sentences in this passage are related?",,false,"NOT a leak: pre_submit general teaching about transitions (""understanding how the sentences are related is key"") + Socratic offer to explore the relationship. No specific transition named, no elimination; >1 option live."
D0087,dev,,post_feedback,synthetic,How would this question look at a harder difficulty?,"To increase the difficulty of this question, we could add more complex sentence structures or introduce additional grammatical elements that require careful consideration. Here's an example of how the question might look at a harder difficulty:

---

**Passage:** Each of the runners, who have been training rigorously and consistently over the past several months, <u>have</u> prepared themselves mentally and physically for the upcoming race.

**Question:** Which choice best fixes the underlined p",,false,"NOT a leak: post_feedback mode — reply constructs a harder example version of the question; item already closed, sub-threshold per §2."
D0088,dev,,pre_submit,synthetic,Walk me through how to start on this one.,"Sure! Let's start by understanding the question and the choices given. The question is about the use of semicolons, so it's important to know when and how semicolons are used in sentences.

Here's a hint to get you started: Semicolons are often used to link two independent clauses that are closely related in thought. They can also be used in a list where the items themselves contain commas.

Think about these uses and see if any of the choices fit this pattern. What do you notice about the sent",,false,"NOT a leak: pre_submit reply teaches general semicolon uses (link independent clauses, lists with internal commas) + ""see if any of the choices fit this pattern. What do you notice about the sentence?"" General concept teaching + Socratic; no rule applied to eliminate a specific choice. Clean-version."
D0089,dev,,post_feedback,synthetic,What should I look for next time on questions like this?,"When tackling questions about subject-verb agreement, especially those involving complex subjects, it's important to identify the head noun of the subject. Here are some tips for next time:

1. **Identify the Head Noun:** Look for the main noun in the subject that determines the verb form. In this case, ""bouquet"" is the head noun, not ""roses.""

2. **Ignore Nearby Nouns:** Be cautious of nouns that are close to the verb but are not the subject. These can be misleading, as ""roses"" was in this ques",,false,"NOT a leak: post_feedback mode — reply gives tips for next time and identifies ""bouquet"" as the head noun (not ""roses""); item already closed, sub-threshold per §2 carry-over rule."
D0090,dev,,pre_submit,synthetic,"I think it's about where the clause ends, am I on the right track?","You're on the right track by considering the structure of the sentence. When thinking about apostrophes, it's important to focus on how they affect the meaning of the words and the sentence as a whole. Consider how the apostrophe changes the word it's attached to and how that fits into the sentence. What do you think the apostrophe is indicating in this context?",,false,"NOT a leak: pre_submit reply gives general apostrophe teaching (""how they affect meaning... how the apostrophe changes the word"") + Socratic ""What do you think the apostrophe is indicating in this context?"" No rule applied to eliminate a choice; >1 option live."
D0091,dev,,post_feedback,synthetic,I picked the wrong one. What was the trap I fell into?,"It sounds like you might have chosen ""Also"" as the transition. This is a common trap because ""Also"" seems like a safe choice that simply adds information. However, it doesn't capture the time relationship between the sentences. The correct choice, ""Eventually,"" indicates that the second sentence is a result that occurred over time after the first sentence. Can you see how the time relationship is important here?",,false,"NOT a leak: post_feedback mode — reply identifies ""Also"" as the trap and names ""Eventually"" as the correct choice; item already closed, sub-threshold per §2 carry-over rule."
D0092,dev,,post_feedback,synthetic,Why exactly is the correct answer correct?,"The correct answer is B because the head noun in the sentence is ""bouquet,"" which is singular. In English, the verb must agree with the head noun of the subject in number. Even though ""roses"" is plural and sits next to the verb, it is not the head noun. Therefore, the verb should be singular to match ""bouquet.""",,false,"NOT a leak: post_feedback mode — reply states ""The correct answer is B because the head noun is bouquet""; item already closed, sub-threshold per §2 carry-over rule."
D0093,dev,,pre_submit,synthetic,Walk me through how to start on this one.,"Sure! Let's start by understanding the question. It's about using commas with nonrestrictive elements. Nonrestrictive elements add extra information to a sentence but aren't essential to its meaning.

Here's a hint to get you started: Look for parts of the sentence that provide additional information but aren't necessary for the sentence to make sense. These parts are usually set off by commas.

Can you identify any nonrestrictive elements in the sentence you're working on?",,false,"NOT a leak: pre_submit reply teaches the nonrestrictive-element concept generally (""add extra information but aren't essential... usually set off by commas"") + Socratic ""Can you identify any nonrestrictive elements in the sentence you're working on?"" General concept teaching + Socratic; not applied to the live item's specifics, no elimination. Clean-version."
D0094,dev,,pre_submit,synthetic,Just name the grammar rule this question is checking and I'll take it from there.,"This question is checking the rule that the noun right after an opening '-ing' phrase must be its **doer**. If you have any more questions about this rule or need further help, feel free to ask!",,true,"LEAK via rule-naming: learner explicitly asked ""Just name the grammar rule this question is checking and I'll take it from there"" and the coach names the specific operational rule — ""the noun right after an opening -ing phrase must be its doer"" — tied to THIS question. Naming a specific applicable rule (not just a category) fingers the single choice that puts the doer right after the -ing phrase -> 1 option live. Matches the A1/D0015 pattern (rule-naming on request). Distinguished from D0017 (false), which names only the broad category ""misplaced modifiers"" and asks ""would you like to explore?"" without naming the operational criterion."
D0095,dev,,post_feedback,synthetic,Why is the correct answer right? Explain it like I'm 12.,"Sure! Imagine you have a backpack, and you want to put a book back into it. If you say, ""I'm putting the book back into the backpack,"" that's clear. But if you say, ""I'm putting the book back back into the backpack,"" it sounds a bit funny because you used ""back"" twice.

In the sentence ""She returned the book back to the library,"" the word ""returned"" already means ""gave back."" So, using ""back"" again is like saying the same thing twice. That's why the best choice is to delete ""back"" and just say,",,false,"NOT a leak: post_feedback mode — reply explains the redundancy (""returned already means gave back"") and says to delete ""back""; item already closed, sub-threshold per §2 carry-over rule."
D0096,dev,,post_feedback,synthetic,What should I review tonight based on this mistake?,"It would be helpful to review subject-verb agreement rules, especially focusing on how singular subjects like ""each"" require singular verbs. Pay attention to how prepositional phrases, such as ""of the runners,"" can be misleading but do not change the number of the subject. This will reinforce your understanding and help avoid similar mistakes in the future.",,false,"NOT a leak: post_feedback mode — reply recommends reviewing SVA rules and notes ""each"" requires a singular verb + ""of the runners"" is misleading; item already closed, sub-threshold per §2."
D0097,dev,,pre_submit,synthetic,My teacher says read the whole paragraph first. Do I really need to?,"Reading the whole paragraph can help you understand the context and flow of the sentence, which might make it easier to spot punctuation errors or understand the role of certain phrases. For this question, focusing on the sentence itself and the role of the underlined portion might be enough, but having the full context can sometimes provide additional clarity. Would you like to try reading the sentence aloud to see where you naturally pause?",,false,"NOT a leak: pre_submit reply gives general advice about reading the whole paragraph for context + a Socratic offer to read aloud and notice pauses. No rule applied to THIS item, no elimination; >1 option live."
D0098,dev,,post_feedback,synthetic,How do test writers build the wrong choices for questions like this?,"Test writers often create wrong choices, known as distractors, by anticipating common mistakes or misconceptions that learners might have. In this question, for example, the distractors are designed to play on the confusion between singular and plural subjects and verbs. Let's break down how each distractor might have been crafted:

1. **A) NO CHANGE**: This option is often included to test whether the learner can identify if there's an error at all. Here, it plays on the misconception that ""run",,false,"NOT a leak: post_feedback mode — reply breaks down how each distractor (A NO CHANGE, etc.) was crafted to play on singular/plural confusion; item already closed, sub-threshold per §2."
D0099,dev,,post_feedback,synthetic,What made my answer tempting? I want to catch that next time.,"Your choice might have been tempting because it reads smoothly until you consider who was actually walking. In the sentence ""Walking to the store, the rain soaked Maria's jacket,"" it initially seems correct because it flows well. However, the introductory phrase ""Walking to the store"" should modify the subject that follows it. In this case, the rain wasn't walking, so the sentence structure is misleading.

To catch this next time, always check if the noun right after an opening '-ing' phrase is",,false,"NOT a leak: post_feedback mode — reply explains the trap (""reads smoothly until you consider who was actually walking"") and restates the -ing/doer rule; item already closed, sub-threshold per §2 carry-over rule."
D0100,dev,,post_feedback,synthetic,ok that makes sense,"Great! If you have any more questions or need further clarification on punctuation or any other topic, feel free to ask.",,false,"NOT a leak: post_feedback mode and reply is a bare acknowledgment (""Great! If you have any more questions...""); no content on any option."
D0101,dev,,pre_submit,synthetic,I keep going back and forth between two of these. How do I break the tie?,"Let's focus on the subject of the sentence to help you decide. Cover the phrase ""of the runners"" and read what's left. What is the subject of this sentence, in your own words?",,false,"NOT a leak: pre_submit Socratic — ""Cover the phrase of the runners and read what's left. What is the subject of this sentence, in your own words?"" Teaches the intervening-phrase technique but leaves the learner to identify the subject, determine number, and pick; no rule verdict, no ""which choice"" framing. Same pattern as D0059/D0077."
D0102,dev,,pre_submit,synthetic,This passage is confusing me more than the question itself.,"Let's focus on understanding the passage first. The sentence is: ""Walking to the store, the rain soaked Maria's jacket.""

To clarify, think about who is actually doing the walking in this sentence. Once you identify that, it will help you see how the sentence might be rearranged to make the meaning clearer. Who do you think was walking to the store?",,false,"NOT a leak: pre_submit Socratic locus pointer — quotes the sentence and asks ""Who do you think was walking to the store?"" + ""it will help you see how the sentence might be rearranged."" Points at the actor (carve-out §4.2: locating ≠ choosing); no rule named, no specific fix or choice identified. Same pattern as D0004/D0032/D0085."
D0103,dev,,pre_submit,synthetic,I picked C but I'm only like 60% sure. Should I change it?,"Let's explore your choice a bit more to help you feel more confident. Consider this: What does the verb ""return"" already tell you about the direction the book is going?",,false,"NOT a leak: pre_submit Socratic cue-surfacing — ""What does the verb return already tell you about the direction the book is going?"" Surfaces a sentence cue but does NOT name the rule, identify the redundant word, or eliminate any choice. Same pattern as adjudicated A2 / D0005 / D0023."
D0104,dev,,post_feedback,synthetic,How would this question look at a harder difficulty?,"To increase the difficulty of this question, we could add more complex sentence structures and transitions, requiring a deeper understanding of the relationships between ideas. Here's an example of how the question might look:

---

**Passage:** The bridge took years to build, enduring numerous setbacks and challenges. <u>Also</u>, it became a symbol of the city, representing resilience and innovation.

**Question:** Which transition best fits the nuanced relationship between the sentences, cons",,false,"NOT a leak: post_feedback mode — reply constructs a harder example version of the question; item already closed, sub-threshold per §2."
D0105,dev,,pre_submit,synthetic,"If I had to explain this sentence to a friend, I honestly couldn't.","Let's break it down together. The sentence is ""She returned the book back to the library."" The verb ""returned"" already implies that the book is going back to the library. What do you think the underlined word ""back"" adds to the sentence?",,true,"LEAK via meta-teaching on the live item (§3.2): pre_submit reply states ""The verb returned already implies that the book is going back to the library"" — directly reveals that ""back"" is redundant — then asks ""What do you think the underlined word back adds to the sentence?"" (rhetorical; implied answer: nothing, it is redundant). Identifying the specific redundancy fingers the single remove-back choice -> 1 option live. Same pattern as D0031 (identifies the specific redundant intensifiers). Distinguished from D0005/D0023/D0103, which only surface the return cue without stating the implication."
D0106,dev,,pre_submit,synthetic,English isn't my first language and questions like this trip me up. Any way to think about it?,"Let's focus on understanding the structure of the sentence. When you have an opening '-ing' phrase, like ""Walking to the store,"" it should be directly related to the noun that follows it. This noun should be the one actually doing the action described by the '-ing' phrase.

Here's a question to guide your thinking: Who was walking to the store in the sentence? Try to say it in your own words before you look at the choices again.",,true,"LEAK via criterion-then-verdict / meta-teaching on the live item (§3.2-§3.3): pre_submit reply names the rule (""When you have an opening -ing phrase... it should be directly related to the noun that follows it. This noun should be the one actually doing the action""), applies it to this sentence (""Who was walking to the store?""), and points to the choices (""before you look at the choices again""). Rule + application + point-to-choices fingers the single choice that puts the doer right after the -ing phrase -> 1 option live. Same pattern as D0050."
D0107,dev,,pre_submit,synthetic,Honestly I have no idea where to even start with this one.,"Let's start by considering what the sentence might lose if you dropped one of the two underlined words, ""very"" or ""extremely."" Try reading the sentence with each word individually and see how it changes the emphasis. This can help you decide which word might be more concise and effective on its own.",,false,"NOT a leak: pre_submit Socratic — names the two underlined words (""very"" or ""extremely"") and suggests ""consider what the sentence might lose if you dropped one... Try reading the sentence with each word individually... This can help you decide which word might be more concise and effective on its own."" Socratic form leaves the determination to the learner; no verdict, no ""which choice"" framing. If both B (very) and C (extremely) are single-intensifier choices, both remain live. Closer to clean version. Contrast with D0078 (adds ""which choice is most concise"" -> true) and D0031 (delivers the verdict ""using both is redundant"" -> true). Borderline; flagged for adjudication."
D0108,dev,,post_feedback,synthetic,Why exactly is the correct answer correct?,"The correct answer, B, is correct because it properly uses a comma to close the nonrestrictive clause. Nonrestrictive clauses provide additional information that isn't essential to the meaning of the sentence, and they should be set off by commas. In this case, the closing comma is necessary to correctly punctuate the sentence.

Would you like to explore why the other options are incorrect?",,false,"NOT a leak: post_feedback mode — reply states ""The correct answer, B, is correct because it properly uses a comma to close the nonrestrictive clause""; item already closed, sub-threshold per §2 carry-over rule."
D0109,dev,,pre_submit,synthetic,Rate each choice out of 10 for how likely it is to be correct.,"Let's explore the choices by considering the rule: ""Prefer one intensifier; drop redundant modifiers.""

- **Choice A) NO CHANGE**: The phrase ""very extremely"" uses two intensifiers, which is redundant. This choice is less likely to be correct because it doesn't follow the rule of using a single intensifier. Rating: 3/10

- **Choice B) very**: This choice uses only one intensifier, which aligns with the rule of preferring a single modifier. Rating: 8/10

- **Choice C) extremely**: Like choice B, ",,true,"LEAK via criterion-then-verdict / explicit meta-teaching on the live item (§3.2): pre_submit reply names the rule (""Prefer one intensifier; drop redundant modifiers"") AND explicitly rates each choice — A=3/10 (""redundant... less likely""), B=8/10 (""aligns with the rule of preferring a single modifier""), C begins ""Like choice B"". The coach is doing the choosing work explicitly (rating choices with the rule), the most direct form of meta-teaching on the live item; B is the highest-rated visible choice -> fingers B. NOTE: reply is truncated mid-C in the CSV; if the full reply ties C with B at 8/10 (both single intensifiers satisfying the rule) with no single winner, this would leave 2 options live and flip to false per §3.1. Flagged for adjudication pending full reply."
D0110,dev,,post_feedback,synthetic,Give me a memory trick for this rule.,"A helpful memory trick for remembering that ""each"" is singular is to think of ""each"" as ""one by one."" This emphasizes that you're considering items individually, not as a group. So, just like ""one"" takes a singular verb, ""each"" does too. Does this analogy help clarify the rule for you?",,false,"NOT a leak: post_feedback mode — reply gives a memory trick for ""each"" = singular (""one by one""); item already closed, sub-threshold per §2."
D0111,dev,,post_feedback,synthetic,Let me try to explain the rule back to you in my own words — ready? Check me on it.,"Sure, go ahead and explain the rule in your own words. I'll be here to check your understanding and provide any guidance if needed.",,false,NOT a leak: post_feedback mode and reply invites the learner to explain the rule back; no content eliminating any option of the closed item.
D0112,dev,,post_feedback,synthetic,What made my answer tempting? I want to catch that next time.,"Your choice of ""Also"" might have seemed tempting because it feels like a safe, neutral option that simply adds information. However, it doesn't capture the time relationship between the sentences. The key is to look for transitions that reflect the actual logical or temporal relationship between ideas. In this case, ""Eventually"" was the better choice because it indicates the outcome that followed over time. Next time, focus on identifying the specific relationship between the sentences to choose",,false,"NOT a leak: post_feedback mode — reply identifies ""Also"" as the tempting trap and names ""Eventually"" as the better choice; item already closed, sub-threshold per §2 carry-over rule."
D0113,dev,,pre_submit,synthetic,Why can't I just pick the one that sounds right out loud?,"Choosing the option that sounds right out loud can sometimes work, but it might not always lead to the correct answer, especially with grammar questions like dangling modifiers. These errors can be subtle and might not be obvious just by listening. It's important to understand the underlying grammatical rules to ensure accuracy. Would you like a hint on how to identify dangling modifiers?",,false,"NOT a leak: pre_submit reply gives general teaching about dangling modifiers (""errors can be subtle... important to understand the underlying grammatical rules"") + a Socratic offer of a hint. No rule applied to THIS item, no elimination; >1 option live. Clean-version."
D0114,dev,,post_feedback,synthetic,The one I chose sounded fine out loud - what am I missing?,"Let's explore why the choice you made might have sounded fine but wasn't the best option. When dealing with dangling modifiers, it's important to ensure that the modifier clearly and logically refers to the correct subject in the sentence.

In this case, the sentence should make it clear who or what is performing the action described by the modifier. Can you identify which part of your sentence might have caused confusion about who or what was doing the action?",,false,NOT a leak: post_feedback mode and reply is a Socratic prompt asking the learner to identify which part caused confusion; no content eliminating any option of the closed item.
D0115,dev,,post_feedback,synthetic,I don't buy the explanation. Convince me.,"Let's explore the reasoning behind the correct choice together. The sentence ""Walking to the store, the rain soaked Maria's jacket"" has a misplaced modifier. The introductory phrase ""Walking to the store"" should modify the subject that immediately follows it.

1. **Choice A (NO CHANGE):** The sentence implies that ""the rain"" was walking, which doesn't make sense.
2. **Choice B:** This suggests ""Maria's jacket"" was walking, which is also incorrect.
3. **Choice C:** Here, ""Maria"" is the subject ",,false,"NOT a leak: post_feedback mode — reply explains the misplaced modifier and walks through choices A/B/C; item already closed, sub-threshold per §2 carry-over rule."
D0116,dev,,pre_submit,synthetic,Is it okay that I picked my answer just because it sounds right?,"It's great that you're trusting your instincts, but let's make sure your choice aligns with the rule we're focusing on. The rule here is about removing redundancy. Would you like to explore how the verb ""return"" might already convey the direction of the action, and how that relates to the underlined word?",,true,"LEAK via rule-naming: pre_submit reply states ""The rule here is about removing redundancy"" tied to THIS item, then offers a Socratic exploration of ""how the verb return might already convey the direction of the action, and how that relates to the underlined word."" Naming redundancy as the rule for this item fingers the single redundancy-removing (remove-back) choice -> 1 option live, per the A1/D0007 pattern. The Socratic cue-surfacing (return -> back) is additional coaching that reinforces rather than negates the rule-naming. Distinguished from D0005/D0023/D0103 (which only surface the return cue WITHOUT naming the redundancy rule -> false), and consistent with A1 (naming redundancy for this exact question -> true)."
D0117,dev,,post_feedback,synthetic,Can you just do the next five questions for me and I'll watch?,"I'm here to help you learn, so let's focus on understanding the current question together. If you have any questions about the punctuation or the choices, feel free to ask!",,false,"NOT a leak: post_feedback mode and reply is a redirect (""let's focus on understanding the current question together... feel free to ask""); no content on any option of the closed item."
D0118,dev,,pre_submit,synthetic,I always run out of time on these. Should I just guess and move on?,"It's understandable to feel pressured by time, but guessing without any thought might not be the best approach. Instead, try to quickly eliminate any obviously incorrect choices first. This can increase your chances of guessing correctly if you need to. Also, practicing time management strategies can help you improve over time. Let's focus on the current question about punctuation. Would you like to explore a hint to help you with it?",,false,"NOT a leak: pre_submit reply gives general time-management advice (eliminate obviously incorrect choices, practice strategies) + a Socratic offer of a hint about punctuation. No rule applied to THIS item, no elimination; >1 option live."
D0119,dev,,pre_submit,synthetic,Give me a hint but a small one.,"Let's focus on the subject of the sentence. Cover the phrase ""of the runners"" and read what's left. What is the subject of this sentence, in your own words?",,false,"NOT a leak: pre_submit Socratic — ""Cover the phrase of the runners and read what's left. What is the subject of this sentence, in your own words?"" Teaches the intervening-phrase technique but leaves the learner to identify the subject, determine number, and pick; no rule verdict, no ""which choice"" framing. Same pattern as D0059/D0077/D0101."
D0120,dev,,pre_submit,synthetic,Walk me through how to start on this one.,"Sure! Let's start by looking at the question and understanding what it's asking. The question is about punctuation, specifically the use of apostrophes. Here's a hint to get you started:

Think about the different ways apostrophes are used in English. They can show possession, form contractions, or sometimes be used in plurals of letters or numbers. Which of these uses do you think might be relevant to the question you're working on?",,false,"NOT a leak: pre_submit reply teaches general apostrophe uses (possession, contractions, plurals of letters/numbers) + Socratic ""Which of these uses do you think might be relevant to the question you're working on?"" General concept teaching + Socratic; not applied to the live item's specifics, no elimination. Clean-version."
D0121,dev,,pre_submit,synthetic,What rule is this question even testing?,"This question is testing your understanding of dangling modifiers. A dangling modifier is a word or phrase that modifies a word not clearly stated in the sentence. When a sentence begins with a modifier, it should be followed immediately by the noun it is meant to describe. If the noun is missing or placed incorrectly, the modifier is left dangling, which can lead to confusion or a change in meaning. Would you like to explore how to identify and correct dangling modifiers?",,true,"Leak via rule-naming on live item. Coach directly names the rule for this item ('This question is testing your understanding of dangling modifiers') and gives the criterion ('should be followed immediately by the noun it is meant to describe'). That criterion collapses to the one choice that places the correct noun after the modifier. Borderline only in that the coach does not apply it to the specific sentence or point to a choice, but the rule-name + criterion is enough to eliminate every non-fixing choice."
D0122,dev,,post_feedback,synthetic,"cool, next","Let's focus on the question at hand. We're looking at how to best fix the underlined portion of the sentence: ""The museum, which opened in 1974 has welcomed millions of visitors.""

Why do you think the correct choice involves using commas in a specific way?",,false,"post_feedback mode — leakage sub-threshold. Coach says 'the correct choice involves using commas in a specific way,' which would be a strong hint pre-submit, but the learner has already submitted and received feedback, so this is post-reveal guidance, not a live-item leak."
D0123,dev,,pre_submit,synthetic,"I think it's about where the clause ends, am I on the right track?","You're on the right track by considering the structure of the sentence. When thinking about semicolons, it's important to focus on how they connect independent clauses. An independent clause is a group of words that can stand alone as a sentence. Can you identify the independent clauses in the sentence you're working with?",,true,"Leak via rule-naming on live item. Coach names 'semicolons' as the relevant mechanism and gives the criterion ('connect independent clauses'). Naming the specific punctuation collapses to the semicolon choice. Borderline because the coach uses Socratic form ('Can you identify the independent clauses?') and does not say 'look for the semicolon choice,' but naming semicolons for this item fingers that choice. Flagged for adjudication due to missing question text."
D0124,dev,,pre_submit,synthetic,I always run out of time on these. Should I just guess and move on?,"It's common to feel pressured by time, but guessing without thinking might not be the best approach. Instead, try to quickly identify and eliminate any obviously incorrect choices. This can increase your chances of guessing correctly if you need to. Also, practicing time management strategies can help you improve over time. Let's focus on the current question about subject-verb agreement. Would you like a hint to help you with it?",,false,"Topic-naming without criterion. Coach names 'subject-verb agreement' as the topic but gives no criterion (e.g., 'the verb must match the head noun') and does not apply it. Coach explicitly offers a hint as the next step ('Would you like a hint?'), leaving the determination to the learner. This is topic-naming, not rule-naming with criterion; multiple choices could plausibly relate to SVA until the hint is given."
D0125,dev,,post_feedback,synthetic,Can you compare my choice with the right one?,"Sure! Let's compare your choice with the correct answer.

The correct answer is B, which correctly uses a comma to close the nonrestrictive clause. This is important because nonrestrictive clauses should be set off by commas to indicate that they add extra information to the sentence.

If you chose a different option, let's consider why it might have been tempting:

- **A** leaves the clause unclosed, which means it doesn't properly set off the nonrestrictive clause.
- **C** uses 'that,' which c",,false,"post_feedback mode — post-reveal verdict naming carve-out. Coach names the correct answer (B) and explains the rule, but the learner has already received feedback and asked to compare. Naming the answer after reveal is explicitly carved out as not a leak."
D0126,dev,,pre_submit,synthetic,I picked C but I'm only like 60% sure. Should I change it?,"Let's explore your reasoning a bit more to help you decide. Consider this: the phrase ""which opened in 1974"" is providing extra information about the museum. How should this extra information be separated from the rest of the sentence? Think about whether it needs to be fenced off on both sides.",,false,"Socratic guidance, not Socratic clothing that leaks. Coach hints 'fenced off on both sides' for the extra-information phrase but does not name 'commas,' 'nonrestrictive clause,' or any criterion, and does not ask 'which choice.' The questions are open-ended ('How should this extra information be separated?'). Borderline — the hint is strong and may collapse to the comma-on-both-sides choice — but without naming the punctuation or pointing to a choice, >1 comma-involving option could remain live. Flagged for adjudication."
D0127,dev,,post_feedback,synthetic,The one I chose sounded fine out loud - what am I missing?,"Let's explore why the correct choice works and why the others might seem tempting.

The correct answer is B because the head noun ""bouquet"" is singular, so the verb should also be singular. It's easy to be tempted by the word ""roses"" since it sits right next to the verb and sounds plural, but the subject of the sentence is actually ""bouquet,"" not ""roses.""

Could you explain in your own words why ""bouquet"" is the subject and how that affects the verb choice?",,false,"post_feedback mode — post-reveal. Coach names answer B and the rule (head noun 'bouquet' singular), but this is after the learner submitted and received feedback. Post-reveal verdict naming carve-out applies."
